Vrsta dela,Naslov oglasa,Kraj,Placilo,Prosta mesta,Trajanje,Delovnik,Začetek dela
VADITELJ/ICA,Brez naslova,LJUBLJANA,12.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,29. 9. 2025
POMOČ V STREŽBI,STREŽBA HRANE IN PIJAČE,LJUBLJANA,8.0,3,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,29. 8. 2025
FIZIČNA DELA,MONTAŽA,DRAGOMER,8.0,5,PO DOGOVORU,PO DOGOVORU,1. 9. 2025
LAŽJA FIZIČNA DELA,Brez naslova,LJUBLJANA,7.0,8,DO 29. 9. 2025,DOPOLDAN,22. 9. 2025
DELO V SKLADIŠČU,Brez naslova,KRANJ,7.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 9. 2025
POUČEVANJE,Brez naslova,RADOMLJE,8.61,2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,15. 9. 2025
POMOČ PRI PRODAJI,DELO Z ŽIVALMI,ŽALEC,6.32,Brez podatka,PO DOGOVORU,PO DOGOVORU,Brez podatka
PRODAJA,POMOČ V TRGOVINI,NOVO MESTO,7.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
ADMINISTRATIVNA DELA,KLICNI CENTER,LJUBLJANA,9.04,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 9. 2025
KINEZIOLOG/INJA,Brez naslova,LJUBLJANA,9.5,2,PO DOGOVORU,IZMENSKO,15. 9. 2025
FIZIOTERAPIJA,Brez naslova,LJUBLJANA,9.6,Brez podatka,PO DOGOVORU,IZMENSKO,15. 9. 2025
POMOČ V TRGOVINI,BLAGAJNIK,MEDVODE,8.61,2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
POMOČ PRI PRODAJI,BLAGAJNIK,CERKLJE NA GORENJSKEM,8.61,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
DELO NA TERENU,MONTAŽA,LOGATEC,8.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 9. 2025
POMOČ PRI PRODAJI,Brez naslova,LESCE,6.32,Brez podatka,PO DOGOVORU,IZMENSKO,Brez podatka
POMOČ PRI PRODAJI,Brez naslova,LJUBLJANA,6.32,2,PO DOGOVORU,IZMENSKO,Brez podatka
POMOČ V TRGOVINI,POMOČ PRI PRENOVI,KRANJ,7.74,4,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
STREŽBA,DELO V KAVARNI,LJUBLJANA,8.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
DEGUSTACIJE,Brez naslova,MAČKOVCI,7.5,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),MED VIKENDI,1. 9. 2025
ADMINISTRATIVNA DELA,Brez naslova,MENGEŠ,6.88,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,4. 9. 2025
STREŽBA,Brez naslova,LJUBLJANA,8.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,5. 9. 2025
STREŽBA,DELO V KAVARNI,ŠENTILJ,8.0,2,PO DOGOVORU,IZMENSKO,1. 9. 2025
DELO V PROIZVODNJI,Brez naslova,ŠKOFJA LOKA,8.52,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,1. 9. 2025
DELO NA BENCINSKEM SERVISU,Brez naslova,KRANJ,7.12,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,1. 9. 2025
POMOČNIK VZGOJITELJA/VZGOJITELJICE,Brez naslova,LJUBLJANA,8.61,6,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 9. 2025
POUČEVANJE,TEČAJ ANGLEŠČINE,MARIBOR,10.33,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,29. 9. 2025
STREŽBA HRANE IN PIJAČE,Brez naslova,LJUBLJANA,8.5,2,PO DOGOVORU,DOPOLDAN,1. 9. 2025
DELO V LABORATORIJU,Brez naslova,LJUBLJANA,6.45,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 9. 2025
DELO NA TERENU,RAZVOZ HRANE,LJUBLJANA,9.47,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,5. 9. 2025
DELO NA BENCINSKEM SERVISU,DELO V AVTOPRALNICI,MOKRONOG,8.0,Brez podatka,PO DOGOVORU,IZMENSKO,1. 9. 2025
STROKOVNO DELO,Brez naslova,LJUBLJANA,7.74,2,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,15. 9. 2025
DELO V LABORATORIJU,Brez naslova,GROSUPLJE,7.5,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,1. 9. 2025
REDITELJ,DELO NA PARKIRIŠČU,LJUBLJANA,7.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 9. 2025
BLAGAJNIK,Brez naslova,NOVO MESTO,6.88,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
BLAGAJNIK,Brez naslova,LJUBLJANA,8.0,4,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
ADMINISTRATIVNA DELA,POMOČ UPORABNIKOM,LJUBLJANA,7.66,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,1. 9. 2025
FIZIOTERAPIJA,Brez naslova,LJUBLJANA,12.05,Brez podatka,PO DOGOVORU,DOPOLDAN,Brez podatka
PROGRAMIRANJE,DELO Z UMETNO INTELIGENCO,LJUBLJANA,7.06,Brez podatka,PO DOGOVORU,DOPOLDAN,7. 9. 2025
STREŽBA,NATAKAR/ NATAKARICA,MARIBOR,10.0,5,PO DOGOVORU,MED VIKENDI,29. 8. 2025
ČIŠČENJE,Brez naslova,BRESTANICA,6.32,Brez podatka,PO DOGOVORU,POPOLDAN,Brez podatka
STREŽBA,DELO V KAVARNI,LJUBLJANA,8.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
POUČEVANJE,Brez naslova,OSREDNJA SLOVENIJA,8.25,3,PO DOGOVORU,PO DOGOVORU,Brez podatka
POUČEVANJE,Brez naslova,PRIMORSKA,8.25,3,PO DOGOVORU,PO DOGOVORU,Brez podatka
POUČEVANJE,Brez naslova,PODRAVSKA,8.25,3,PO DOGOVORU,PO DOGOVORU,Brez podatka
PRODAJA,POMOČ V TRGOVINI,NOVO MESTO,6.41,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
ADMINISTRATIVNA DELA,Brez naslova,LJUBLJANA,8.61,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,8. 9. 2025
POMOČ PRI PRODAJI,DELO V ZLATARNI,LJUBLJANA,6.32,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
ADMINISTRATIVNA DELA,Brez naslova,LJUBLJANA,6.32,Brez podatka,PO DOGOVORU,DOPOLDAN,1. 9. 2025
POUČEVANJE,Brez naslova,LJUBLJANA,14.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,Brez podatka
POUČEVANJE,Brez naslova,LJUBLJANA,14.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,1. 10. 2025
POMOČ V TRGOVINI,INVENTURA,NOVA GORICA,6.32,9,25. 9. (1 DAN),DOPOLDAN,25. 9. 2025
POUČEVANJE,Brez naslova,LJUBLJANA,14.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,1. 10. 2025
INFORMATIKA,Brez naslova,LJUBLJANA,8.61,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 9. 2025
ANIMATOR/KA,DELO Z OTROKI,MARIBOR,7.12,3,DLJE ČASA (ZAČ. IN OBČ. DELO),MED VIKENDI,Brez podatka
MONTAŽA,MONTAŽA MONTAŽNIH STEN,LJUBLJANA,8.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 9. 2025
KOZMETIČNE STORITVE,MANIKURA,KOPER,7.0,Brez podatka,PO DOGOVORU,PO DOGOVORU,1. 10. 2025
ELEKTROTEHNIČNA DELA,Brez naslova,LJUBLJANA,7.33,Brez podatka,PO DOGOVORU,DOPOLDAN,1. 9. 2025
POLNJENJE POLIC,ZLAGANJE,LJUBLJANA,6.46,Brez podatka,DO 12. 9. 2025,DOPOLDAN,4. 9. 2025
STREŽBA HRANE IN PIJAČE,Brez naslova,TRZIN,8.0,2,PO DOGOVORU,PO DOGOVORU,Brez podatka
POUČEVANJE,Brez naslova,LJUBLJANA,10.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 9. 2025
VZDRŽEVANJE,SERVISNE STORITVE,LJUBLJANA,10.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 9. 2025
ADMINISTRATIVNA DELA,Brez naslova,LJUBLJANA,7.5,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 9. 2025
POUČEVANJE,Brez naslova,LJUBLJANA,10.0,Brez podatka,DO 22. 9. 2025,DOPOLDAN,1. 9. 2025
POMOČ UPORABNIKOM,PODPORA,LJUBLJANA,8.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,1. 9. 2025
DELO NA TERENU,RAZVOZ HRANE,NOVO MESTO,7.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,8. 9. 2025
POMOČ V KUHINJI,POMIVALEC,LJUBLJANA,6.45,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
POMOČ V STREŽBI,Brez naslova,VRANSKO,10.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,8. 9. 2025
BLAGAJNIK,STREŽBA-PRODAJA,LJUBLJANA,7.31,5,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,29. 8. 2025
STREŽBA,Brez naslova,KOMENDA,9.0,Brez podatka,PO DOGOVORU,MED VIKENDI,1. 9. 2025
MASKOTA,Brez naslova,JESENICE,15.0,Brez podatka,6. 9. 2025,MED VIKENDI,6. 9. 2025
STREŽBA,Brez naslova,CERKNO,7.5,2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,1. 9. 2025
STREŽBA,DELO V KAVARNI,MARIBOR,8.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,1. 9. 2025
RAČUNALNIŠKE STORITVE,SISTEMSKI ADMINISTRATOR,POLHOV GRADEC,10.33,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 9. 2025
PROJEKTIRANJE,Brez naslova,OD DOMA,9.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
SOBAR/ICA,ČIŠČENJE,LJUBLJANA,8.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,1. 9. 2025
ČIŠČENJE,Brez naslova,ŽALEC,7.31,Brez podatka,PO DOGOVORU,POPOLDAN,1. 9. 2025
STREŽBA,Brez naslova,KRANJ,8.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,8. 9. 2025
MASKOTA,Brez naslova,KRANJ,15.0,Brez podatka,5. 9. 2025,MED VIKENDI,5. 9. 2025
STROKOVNO DELO,FINANČNE STORITVE,LJUBLJANA,8.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 9. 2025
ADMINISTRATIVNA DELA,Brez naslova,LJUBLJANA,6.95,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,2. 9. 2025
KOMERCIALNA DELA,Brez naslova,PO SLOVENIJI,8.34,3,PO DOGOVORU,DOPOLDAN,Brez podatka
DELO V PROIZVODNJI,SESTAVLJANJE,MARIBOR,6.6,Brez podatka,PO DOGOVORU,DOPOLDAN,Brez podatka
FIZIČNA DELA,Brez naslova,LJUBLJANA,8.61,3,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
DELO NA TERENU,DELO Z OSEBAMI S POSEBNIMI POTREBAMI,LJUBLJANA,8.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,1. 10. 2025
ČIŠČENJE,ČIŠČENJE POSLOVNIH PROSTOROV,VELENJE,10.0,Brez podatka,CCA DO 31. 10. 2025,DOPOLDAN,1. 9. 2025
RAZVOZ,NAKLADANJE/ RAZKLADANJE,LJUBLJANA,7.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
NAKLADANJE/ RAZKLADANJE,Brez naslova,LJUBLJANA,6.32,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
DELO V KUHINJI,STREŽBA,KRANJ,8.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
POMOČ PRI PRODAJI,Brez naslova,KOPER,6.32,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
STREŽBA HRANE IN PIJAČE,Brez naslova,PORTOROŽ,10.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
POMOČ V STREŽBI,Brez naslova,KOPER,7.0,2,PO DOGOVORU,PO DOGOVORU,1. 9. 2025
DELO NA STOJNICI,Brez naslova,LJUBLJANA,8.5,3,DLJE ČASA (ZAČ. IN OBČ. DELO),MED VIKENDI,5. 9. 2025
RAČUNALNIŠKE STORITVE,PODPORA,MARIBOR,6.72,Brez podatka,PO DOGOVORU,IZMENSKO,2. 10. 2025
INVENTURA,Brez naslova,MARIBOR,6.32,15,23. 9. 2025,DOPOLDAN,23. 9. 2025
POMOČ PRI PRODAJI,Brez naslova,MARIBOR,6.32,5,PO DOGOVORU,IZMENSKO,1. 9. 2025
ROČNA DELA,DELO V PRALNICI,LJUBLJANA,7.56,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
HOSTES/A,Brez naslova,DOMŽALE,6.55,6,PO DOGOVORU,PO DOGOVORU,16. 9. 2025
STREŽBA HRANE IN PIJAČE,Brez naslova,LJUBLJANA,9.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,1. 9. 2025
FIZIČNA DELA,POMOČ PRI DOSTAVI,LJUBLJANA,9.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
DELO V ORDINACIJI,ZDRAVSTVENA NEGA,LJUBLJANA,10.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,15. 9. 2025
IZDELAVA IN UREJANJE SPLETNE STRANI,Brez naslova,LJUBLJANA,8.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 9. 2025
POMOČ V KUHINJI,POMIVALEC,LJUBLJANA,6.32,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
GRADBENA DELA,DELO NA GRADBIŠČU,PTUJ,10.0,Brez podatka,PO DOGOVORU,DOPOLDAN,Brez podatka
STREŽBA HRANE IN PIJAČE,Brez naslova,LJUBLJANA,9.0,3,PO DOGOVORU,IZMENSKO,Brez podatka
DELO NA BENCINSKEM SERVISU,Brez naslova,MARIBOR,7.12,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,1. 9. 2025
ZDRAVSTVENA NEGA,Brez naslova,IZOLA,6.32,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,15. 9. 2025
STREŽBA,Brez naslova,IG,7.0,3,PO DOGOVORU,IZMENSKO,1. 9. 2025
DELO V KUHINJI,Brez naslova,LJUBLJANA,13.0,3,PO DOGOVORU,PO DOGOVORU,Brez podatka
SNEMANJE IN UREJANJE KRATKIH VIDEOV,Brez naslova,OD DOMA,10.0,Brez podatka,PO DOGOVORU,PO DOGOVORU,15. 9. 2025
ELEKTROTEHNIČNA DELA,ELEKTROINŠTALACIJE,LJUBLJANA,8.86,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 10. 2025
POMOČ PRI PRODAJI,Brez naslova,RUŠE,7.74,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,1. 9. 2025
POMOČ V TRGOVINI,Brez naslova,MARIBOR,7.74,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,1. 9. 2025
DELO V KUHINJI,Brez naslova,RADOVLJICA,9.0,Brez podatka,PO DOGOVORU,PO DOGOVORU,Brez podatka
STREŽBA HRANE IN PIJAČE,Brez naslova,RADOVLJICA,8.0,Brez podatka,PO DOGOVORU,PO DOGOVORU,Brez podatka
POMOČ V KUHINJI,Brez naslova,HAJDOŠE,8.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,1. 9. 2025
STREŽBA,Brez naslova,TRBOVLJE,7.0,2,PO DOGOVORU,IZMENSKO,Brez podatka
ANIMATOR/KA,Brez naslova,MENGEŠ,7.0,3,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,Brez podatka
ADMINISTRATIVNA DELA,ZAVAROVALNE STORITVE,LJUBLJANA,7.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,8. 9. 2025
PROGRAMIRANJE,DELO Z UMETNO INTELIGENCO,LJUBLJANA,7.83,2,PO DOGOVORU,PO DOGOVORU,8. 9. 2025
INVENTURA,Brez naslova,LJUBLJANA,6.32,15,"TOREK, 23. 9. 2025",DOPOLDAN,23. 9. 2025
POMOČ V TRGOVINI,PRIPRAVA HRANE,LJUBLJANA,7.74,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
DELO V LEKARNI,POMOČ V SKLADIŠČU,IZOLA,6.32,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 9. 2025
DELO NA RECEPCIJI,Brez naslova,LJUBLJANA,8.5,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,5. 9. 2025
POMOČ V STREŽBI,Brez naslova,PORTOROŽ,8.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
POMOČ PRI PRODAJI,DELO V TRAFIKI,VELENJE,6.32,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,3. 9. 2025
GRAFIČNO OBLIKOVANJE,SPLETNO OBLIKOVANJE,LJUBLJANA,8.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,8. 9. 2025
MIZARSKA DELA,Brez naslova,SLOVENJ GRADEC,8.0,5,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
DELO NA TERENU,TELEKOMUNIKACIJSKE STORITVE,LJUBLJANA,9.0,10,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
KLICNI CENTER,POSPEŠEVANJE PRODAJE,LJUBLJANA,9.0,10,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
POMOČ PRI PRODAJI,Brez naslova,LJUBLJANA,6.45,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
DELO V RENT A CAR AGENCIJI,Brez naslova,KOPER,7.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
DELO V LOTERIJI,Brez naslova,CELJE,7.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
KRUPJE/ KRUPJEJKA,Brez naslova,LJUBLJANA,10.0,Brez podatka,1. 9. 2025,POPOLDAN,1. 9. 2025
DELO V SKLADIŠČU,Brez naslova,LJUBLJANA,7.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 9. 2025
DELO V SKLADIŠČU,Brez naslova,LJUBLJANA,6.45,5,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,1. 9. 2025
POMOČ V STREŽBI,PRIPRAVA HRANE,BISTRICA PRI TRŽIČU,8.0,3,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,1. 9. 2025
POSPEŠEVANJE PRODAJE,DELO NA TERENU,SLOVENIJA,9.0,4,PO DOGOVORU,PO DOGOVORU,8. 9. 2025
STREŽBA,Brez naslova,ŽIRI,7.5,Brez podatka,"PO DOGOVORU, MED TEDNOM",PO DOGOVORU,29. 9. 2025
DELO V PROIZVODNJI,Brez naslova,ČRNOMELJ,8.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
STREŽBA HRANE IN PIJAČE,Brez naslova,GORENJA VAS,8.5,2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,22. 9. 2025
INŠTRUKCIJE,Brez naslova,GROSUPLJE,8.0,3,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,8. 9. 2025
DELO NA TERENU,INŠTALACIJE,SEVNICA,8.5,2,PO DOGOVORU,DOPOLDAN,1. 9. 2025
ADMINISTRATIVNA DELA,DELO S STRANKAMI,POSTOJNA,7.83,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 9. 2025
DELO NA RECEPCIJI,Brez naslova,BLED,7.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
DELO NA RECEPCIJI,Brez naslova,LJUBLJANA,7.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
DELO NA BENCINSKEM SERVISU,Brez naslova,MIKLAVŽ,7.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
DELO NA RECEPCIJI,DELO NA RECEPCIJI IN V STREŽBI,NOVA GORICA,7.74,Brez podatka,POČITNIŠKO DELO,IZMENSKO,Brez podatka
BLAGAJNIK,POMOČ PRI ADMINISTRATIVNEM DELU,NOVO MESTO,7.49,Brez podatka,PO DOGOVORU,DOPOLDAN,1. 9. 2025
BLAGAJNIK,Brez naslova,MARIBOR,6.88,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,1. 9. 2025
POMOČ V KUHINJI,PRIPRAVA HRANE,LJUBLJANA,8.17,2,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,29. 8. 2025
DELO S STRANKAMI,POMOČ V FRIZERSKEM SALONU,LJUBLJANA,6.78,Brez podatka,PO DOGOVORU,PO DOGOVORU,1. 9. 2025
POMOČ PRI PRODAJI,ASISTENT/KA V PRODAJI,LJUBLJANA,6.88,4,PO DOGOVORU,DOPOLDAN,Brez podatka
POMOČ V TRGOVINI,BLAGAJNIK,BTC,9.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,1. 9. 2025
ADMINISTRATIVNA DELA,Brez naslova,LENDAVA,6.32,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 9. 2025
MEDICINSKA SESTRA,Brez naslova,MEDVODE,7.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,1. 9. 2025
DIGITALNI MARKETING,Brez naslova,TRZIN,8.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 9. 2025
LAŽJA FIZIČNA DELA,DELO V PRALNICI,LJUBLJANA,7.34,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,1. 10. 2025
POMOČ V KUHINJI,POMIVALEC,NOVA GORICA,7.74,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
POUČEVANJE,UČNA POMOČ,MARIBOR,11.0,2,PO DOGOVORU,DOPOLDAN,8. 9. 2025
POMOČ V KUHINJI,POMIVALEC,LJUBLJANA,7.0,Brez podatka,PO DOGOVORU,DOPOLDAN,Brez podatka
POMOČ PRI OSKRBI STANOVALCEV,Brez naslova,JARENINA,7.74,2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,29. 8. 2025
PRODAJA,POMOČ V POSLOVALNICI,CELJE,9.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,8. 9. 2025
DELO V LABORATORIJU,Brez naslova,LJUBLJANA,6.88,2,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,8. 9. 2025
DELO NA RAČUNALNIKU,TISKANJE,LJUBLJANA,7.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
STREŽBA,Brez naslova,KOPER,7.5,3,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
STREŽBA,Brez naslova,KOPER,7.5,3,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
POMOČ PRI PRODAJI,BLAGAJNIK,LAŠKO,6.32,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,1. 9. 2025
STREŽBA,Brez naslova,MARIBOR,7.5,3,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,1. 9. 2025
STREŽBA,Brez naslova,MARIBOR,8.0,10,PO DOGOVORU,IZMENSKO,1. 9. 2025
ADMINISTRATIVNA DELA,KOZMETIČNE STORITVE,LJUBLJANA,15.0,3,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,1. 9. 2025
POMOČ V KUHINJI,Brez naslova,SOLČAVA,7.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
TELEFONIST,Brez naslova,LJUBLJANA,7.5,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,1. 9. 2025
SOBAR/ICA,ČIŠČENJE,SOLČAVA,7.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
POMOČ PRI PRODAJI,DELO NA STOJNICI,CELJE,6.32,2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
DELO V LABORATORIJU,Brez naslova,MARIBOR,6.45,Brez podatka,DO KONCA OKTOBRA,DOPOLDAN,Brez podatka
STREŽBA,Brez naslova,BREZJE,8.0,2,PO DOGOVORU,IZMENSKO,1. 9. 2025
DELO V PROIZVODNJI,ROČNA DELA,LJUBLJANA,7.31,Brez podatka,PO DOGOVORU,DOPOLDAN,Brez podatka
STREŽBA HRANE IN PIJAČE,Brez naslova,LJUBLJANA,7.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 9. 2025
GRAFIČNO OBLIKOVANJE,Brez naslova,LJUBLJANA,7.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,Brez podatka
